502
55 109 1
77 107 1
81 103 1
0 105 1
44 105 1
62 107 1
74 102 1
25 109 1
27 109 1
50 109 1
62 109 1
97 108 1
30 104 1
99 108 1
3 106 1
9 108 1
93 101 1
95 108 1
47 104 1
71 104 1
86 105 1
97 101 1
11 106 1
31 102 1
31 106 1
40 103 1
79 105 1
96 109 1
98 108 1
93 107 1
41 107 1
46 101 1
88 108 1
91 101 1
27 105 1
34 101 1
38 101 1
15 103 1
55 101 1
85 103 1
38 102 1
65 101 1
58 103 1
76 107 1
75 101 1
75 103 1
84 104 1
30 107 1
34 100 1
36 108 1
50 106 1
77 103 1
98 104 1
15 105 1
37 102 1
47 109 1
51 109 1
70 104 1
82 102 1
82 105 1
95 102 1
27 103 1
30 103 1
41 103 1
70 100 1
3 104 1
24 103 1
89 109 1
2 100 1
50 108 1
53 102 1
79 100 1
65 109 1
77 104 1
90 105 1
6 105 1
38 108 1
4 108 1
9 101 1
15 109 1
26 109 1
61 109 1
3 100 1
80 103 1
84 105 1
38 100 1
71 105 1
85 108 1
50 104 1
66 107 1
88 105 1
85 105 1
93 108 1
95 106 1
4 109 1
21 104 1
23 106 1
71 106 1
20 106 1
58 105 1
93 109 1
7 103 1
13 108 1
22 104 1
51 103 1
32 106 1
52 105 1
85 101 1
83 104 1
0 100 1
29 101 1
44 100 1
81 109 1
89 100 1
38 103 1
45 108 1
52 103 1
64 105 1
23 105 1
84 102 1
13 102 1
59 108 1
98 109 1
0 108 1
4 102 1
51 108 1
63 103 1
70 106 1
86 106 1
7 102 1
23 101 1
26 103 1
45 103 1
88 109 1
76 103 1
55 107 1
60 107 1
64 104 1
74 101 1
80 100 1
93 104 1
19 108 1
55 105 1
64 102 1
77 109 1
88 103 1
12 105 1
57 102 1
61 107 1
79 107 1
59 102 1
66 100 1
0 101 1
1 105 1
17 102 1
99 109 1
17 106 1
31 104 1
41 100 1
97 104 1
78 104 1
26 101 1
47 100 1
51 105 1
63 102 1
87 106 1
34 105 1
34 109 1
53 105 1
67 109 1
45 105 1
61 105 1
3 102 1
10 101 1
10 109 1
14 103 1
36 107 1
59 105 1
74 103 1
66 108 1
85 102 1
95 105 1
11 105 1
64 103 1
85 109 1
94 109 1
64 100 1
11 103 1
27 102 1
48 108 1
60 108 1
44 107 1
85 100 1
98 103 1
5 102 1
35 104 1
35 109 1
38 107 1
57 104 1
79 108 1
86 108 1
90 104 1
0 103 1
0 106 1
20 100 1
43 100 1
26 107 1
0 109 1
5 103 1
17 101 1
28 103 1
24 100 1
68 102 1
2 101 1
64 106 1
88 107 1
48 102 1
86 107 1
10 108 1
15 104 1
21 109 1
48 101 1
89 108 1
93 100 1
3 105 1
22 101 1
35 105 1
65 102 1
17 108 1
50 107 1
81 101 1
95 101 1
28 100 1
83 101 1
44 101 1
92 106 1
53 103 1
67 106 1
73 101 1
2 107 1
11 108 1
38 109 1
42 109 1
41 106 1
71 102 1
84 101 1
71 100 1
77 102 1
97 107 1
7 106 1
21 102 1
42 107 1
67 105 1
19 104 1
65 104 1
89 101 1
44 109 1
55 106 1
64 108 1
71 107 1
6 100 1
13 101 1
37 107 1
39 104 1
96 102 1
96 108 1
28 109 1
32 108 1
65 108 1
70 103 1
74 106 1
92 107 1
9 109 1
19 105 1
36 100 1
73 105 1
37 100 1
55 100 1
33 109 1
63 107 1
84 100 1
85 106 1
1 100 1
62 106 1
83 105 1
99 101 1
17 100 1
26 104 1
80 107 1
96 100 1
4 101 1
49 106 1
53 109 1
82 109 1
41 104 1
45 102 1
72 108 1
8 100 1
60 102 1
61 104 1
69 102 1
5 100 1
7 105 1
69 108 1
67 101 1
78 103 1
97 106 1
13 100 1
35 108 1
69 103 1
98 102 1
26 102 1
36 102 1
95 103 1
98 101 1
5 109 1
16 105 1
29 100 1
46 100 1
7 109 1
29 106 1
93 106 1
99 100 1
14 109 1
32 101 1
83 109 1
95 100 1
36 103 1
37 105 1
48 109 1
78 105 1
2 102 1
6 109 1
14 107 1
35 106 1
73 109 1
89 103 1
25 108 1
31 108 1
65 100 1
68 105 1
43 104 1
79 102 1
91 102 1
9 102 1
22 102 1
29 102 1
29 105 1
33 105 1
47 106 1
8 104 1
16 104 1
52 106 1
74 107 1
12 106 1
71 109 1
66 109 1
90 103 1
9 107 1
33 103 1
46 107 1
58 100 1
22 108 1
70 109 1
17 107 1
29 108 1
60 109 1
65 106 1
15 102 1
68 103 1
76 108 1
74 100 1
79 109 1
82 103 1
9 106 1
27 107 1
59 100 1
35 101 1
49 108 1
73 102 1
81 104 1
13 103 1
24 101 1
54 100 1
80 109 1
5 104 1
21 103 1
30 105 1
42 103 1
63 101 1
28 104 1
57 106 1
60 105 1
86 102 1
7 101 1
34 106 1
42 102 1
95 109 1
99 106 1
18 107 1
34 108 1
65 103 1
91 107 1
6 107 1
68 100 1
83 102 1
7 104 1
46 109 1
50 100 1
81 105 1
0 102 1
34 103 1
86 103 1
50 101 1
87 100 1
48 104 1
54 103 1
70 102 1
78 108 1
10 106 1
20 103 1
26 105 1
32 104 1
53 101 1
89 104 1
19 106 1
22 100 1
41 108 1
47 105 1
68 104 1
80 101 1
6 101 1
19 102 1
39 103 1
61 103 1
92 102 1
94 102 1
41 101 1
49 109 1
78 101 1
84 106 1
6 106 1
12 102 1
31 109 1
98 107 1
57 103 1
11 109 1
24 104 1
29 103 1
50 102 1
91 103 1
23 107 1
40 100 1
78 107 1
89 107 1
63 105 1
88 101 1
4 105 1
8 102 1
9 104 1
25 100 1
59 104 1
83 107 1
82 107 1
95 104 1
9 105 1
35 107 1
39 108 1
81 108 1
94 101 1
18 105 1
42 108 1
83 103 1
85 107 1
51 107 1
66 104 1
76 101 1
76 104 1
11 101 1
21 100 1
37 104 1
43 109 1
96 105 1
4 107 1
12 103 1
12 104 1
62 104 1
7 108 1
13 109 1
55 102 1
56 103 1
41 109 1
43 103 1
51 102 1
11 102 1
57 107 1
94 107 1
20 109 1
21 107 1
52 108 1
59 109 1
92 105 1
